lemon	oval	YES
dolphin	grey	NO
tiger	white	NO
pony	small	YES
cedar	rich	NO
crossbow	dangerous	YES
coconut	edible	YES
tack	sharp	YES
horse	beautiful	NO
marble	round	YES
wheelbarrow	strong	NO
missile	unpiloted	NO
lettuce	wild	NO
elk	wild	NO
pickle	right	NO
cigar	expensive	NO
beans	brown	NO
buffalo	young	NO
cougar	wild	YES
avocado	unripe	NO
machete	dangerous	YES
bagpipe	plaid	NO
cigarette	tiny	NO
board	green	NO
pistol	small	YES
marble	smooth	YES
hare	fast	YES
anchor	heavy	YES
tangerine	juicy	YES
ox	furry	YES
cheese	hard	NO
pickle	juicy	NO
guppy	stunning	NO
plate	flat	NO
board	wrong	NO
missile	launched	YES
swan	beautiful	YES
turtle	small	NO
gorilla	strong	YES
rooster	edible	YES
dress	expensive	NO
emerald	green	YES
seaweed	edible	NO
celery	long	YES
rhubarb	stewed	NO
raven	large	YES
ruler	young	NO
raisin	small	YES
cougar	large	NO
sparrow	small	YES
pheasant	edible	YES
bayonet	fixed	NO
hatchet	sharp	YES
eel	slimy	YES
yam	edible	YES
oak	venerable	NO
shack	small	YES
bat	small	YES
axe	heavy	YES
mandarin	unaccountable	NO
parakeet	loud	NO
peas	edible	YES
armour	strong	YES
fridge	electrical	YES
bomb	terrorist	NO
lemon	injured	NO
nylons	stretchy	YES
donkey	furry	YES
cucumber	whole	NO
shelves	useful	YES
shelves	wooden	NO
stone	cold	NO
tuba	loud	YES
grapefruit	pink	NO
thimble	small	YES
bottle	recyclable	YES
fawn	true	NO
zucchini	long	YES
bathtub	white	NO
turnip	crunchy	YES
celery	little	NO
eggplant	edible	YES
pig	wild	NO
pajamas	soft	YES
panther	black	NO
camisole	soft	YES
jet	large	NO
butterfly	colourful	YES
tomato	juicy	NO
robe	comfortable	YES
garlic	edible	YES
crowbar	small	NO
knife	sharp	YES
slippers	comfortable	YES
turkey	edible	YES
subway	loud	YES
garage	large	YES
elk	edible	YES
minnow	small	YES
machete	own	NO
scarf	knitted	NO
rhubarb	green	NO
owl	nocturnal	YES
trumpet	loud	YES
cushion	soft	YES
peach	juicy	YES
deer	wounded	NO
sardine	slimy	YES
tomahawk	few	NO
raccoon	furry	YES
freezer	rectangular	NO
prune	total	NO
carrot	very	NO
cage	wooden	NO
orange	juicy	YES
cockroach	dirty	YES
butterfly	pretty	NO
lime	small	YES
doorknob	cold	NO
leopard	furry	YES
spinach	green	YES
buffalo	large	YES
carrot	crunchy	YES
coconut	tropical	YES
sofa	comfortable	YES
grenade	small	YES
leotards	colourful	NO
ox	wild	NO
bottle	breakable	NO
toad	slimy	YES
umbrella	waterproof	YES
mackerel	true	NO
bed	comfortable	NO
dish	breakable	YES
rhubarb	red	YES
crow	loud	YES
elk	wayward	NO
fox	wild	YES
chipmunk	furry	YES
hut	wooden	NO
ruler	flat	YES
perch	yellow	NO
butterfly	delicate	YES
groundhog	furry	YES
camisole	lacy	NO
parka	large	YES
tape	whole	NO
biscuit	small	YES
mandarin	juicy	YES
dandelion	occasional	NO
bin	large	NO
mink	warm	YES
biscuit	crunchy	NO
cranberry	small	YES
walnut	traditional	NO
rifle	heavy	NO
peas	green	YES
emerald	expensive	NO
axe	sharp	YES
subway	crowded	NO
brick	heavy	YES
asparagus	organic	NO
wheel	wooden	NO
wand	long	NO
elk	large	YES
pie	wide	NO
giraffe	tall	YES
crayon	meltable	YES
lion	dangerous	YES
squid	young	NO
fawn	brown	NO
perch	small	NO
hose	round	YES
shed	wooden	NO
raisin	edible	YES
